,service_date,day_type,bus,rail_boardings,total_rides
5015,08/26/2021,W,417416,287640,705056
5016,02/12/2017,U,358101,296805,654906
5017,11/12/2024,W,640199,437888,1078087
5018,10/09/2024,W,661361,467517,1128878
5019,03/05/2023,U,246208,156086,402294
5020,01/24/2003,W,893501,546353,1439854
5021,07/20/2020,W,307261,149404,456665
5022,03/18/2013,W,971804,715696,1687500
5023,03/08/2009,U,367983,212484,580467
5024,03/31/2009,W,1007561,628945,1636506
5025,04/13/2007,W,946466,621763,1568229
5026,04/09/2005,A,645280,347387,992667
5027,01/08/2012,U,411272,275439,686711
5028,11/24/2021,W,359261,257882,617143
5029,06/30/2017,W,763402,760380,1523782
5030,09/20/2001,W,973094,646112,1619206
5031,04/05/2006,W,1020222,654034,1674256
5032,10/16/2018,W,856815,802082,1658897
5033,06/14/2016,W,834141,778823,1612964
5034,12/05/2019,W,833516,761399,1594915
5035,10/18/2004,W,996730,609460,1606190
5036,01/21/2014,W,855515,734096,1589611
5037,04/27/2009,W,972593,633164,1605757
5038,12/07/2023,W,580504,404303,984807
5039,03/25/2022,W,431829,290569,722398
5040,12/09/2002,W,994622,575116,1569738
5041,04/13/2017,W,723724,745720,1469444
5042,11/02/2014,U,416049,383910,799959
5043,01/01/2021,U,114115,62077,176192
5044,11/06/2017,W,866671,772803,1639474
5045,03/20/2003,W,936654,594341,1530995
5046,06/14/2017,W,786388,742346,1528734
5047,11/28/2003,W,557794,344266,902060
5048,11/22/2003,A,608476,361622,970098
5049,11/07/2010,U,453831,305880,759711
5050,09/18/2016,U,401077,402811,803888
5051,05/05/2023,W,518792,367635,886427
5052,06/08/2003,U,380953,229228,610181
5053,06/08/2019,A,517706,469189,986895
5054,02/21/2002,W,977261,603816,1581077
5055,01/26/2019,A,343625,296063,639688
5056,03/02/2020,W,785700,666046,1451746
5057,04/16/2019,W,725056,709023,1434079
5058,01/22/2019,W,757962,712125,1470087
5059,03/27/2023,W,493436,320115,813551
5060,10/01/2002,W,1098830,653561,1752391
5061,03/19/2018,W,807848,709194,1517042
5062,11/27/2008,U,350071,189458,539529
5063,05/12/2001,A,649008,289167,938175
5064,04/13/2023,W,541076,386440,927516
5065,08/30/2014,A,581944,520855,1102799
5066,07/27/2022,W,446320,340006,786326
5067,01/05/2001,W,890426,557917,1448343
5068,06/01/2015,W,942997,757975,1700972
5069,03/18/2009,W,1051328,653127,1704455
5070,03/12/2009,W,1039462,646252,1685714
5071,03/15/2018,W,829652,754110,1583762
5072,06/19/2017,W,755955,739609,1495564
5073,09/22/2020,W,324554,166852,491406
5074,07/22/2020,W,306629,152652,459281
5075,10/11/2023,W,598019,442594,1040613
5076,01/01/2007,U,326042,219953,545995
5077,05/01/2024,W,644438,416920,1061358
5078,01/16/2018,W,779194,710906,1490100
5079,05/09/2023,W,548033,396388,944421
5080,03/04/2019,W,699086,635353,1334439
5081,08/29/2010,U,471725,334378,806103
5082,05/31/2007,W,997007,612977,1609984
5083,08/08/2002,W,945096,589840,1534936
5084,10/16/2021,A,301890,266017,567907
5085,07/05/2003,A,549605,363309,912914
5086,09/14/2018,W,841332,833730,1675062
5087,12/26/2005,U,437677,224784,662461
5088,12/24/2017,U,275937,205801,481738
5089,10/23/2022,U,239284,189552,428836
5090,06/06/2005,W,1012097,619504,1631601
5091,06/19/2008,W,1037717,659852,1697569
5092,03/30/2014,U,432880,379220,812100
5093,07/01/2018,U,353385,329670,683055
5094,11/25/2001,U,373755,186416,560171
5095,03/11/2024,W,567851,351801,919652
5096,01/30/2010,A,636005,358140,994145
5097,10/24/2019,W,790853,766559,1557412
5098,09/24/2023,U,290336,234578,524914
5099,08/11/2018,A,498035,485775,983810
5100,04/15/2004,W,864352,601171,1465523
5101,10/17/2024,W,650082,466090,1116172
5102,11/28/2023,W,522935,368618,891553
5103,01/27/2013,U,360109,261812,621921
5104,06/16/2017,W,785270,739069,1524339
5105,01/04/2007,W,814984,548904,1363888
5106,07/16/2008,W,1063054,651228,1714282
5107,08/23/2013,W,932928,715975,1648903
5108,09/07/2005,W,1090847,664041,1754888
5109,11/09/2020,W,308098,157126,465224
5110,11/24/2017,W,503847,415069,918916
5111,08/23/2011,W,914499,688649,1603148
5112,11/02/2019,A,467877,381954,849831
5113,09/23/2009,W,1102842,718424,1821266
5114,04/30/2001,W,1008390,600424,1608814
5115,12/13/2009,U,457587,265706,723293
5116,09/12/2007,W,1090043,680733,1770776
5117,12/31/2013,W,595963,565346,1161309
5118,08/19/2007,U,384648,241159,625807
5119,12/07/2017,W,794129,741934,1536063
5120,02/13/2010,A,641619,385945,1027564
5121,11/23/2002,A,631388,353053,984441
5122,03/15/2023,W,535449,367880,903329
5123,04/06/2009,W,878367,593691,1472058
5124,05/14/2011,A,574990,412250,987240
5125,05/04/2024,A,418067,299808,717875
5126,11/05/2003,W,1015157,639104,1654261
5127,08/20/2007,W,869663,597026,1466689
5128,06/07/2007,W,1041490,656169,1697659
5129,08/06/2013,W,914261,698763,1613024
5130,03/24/2006,W,978424,597943,1576367
5131,08/25/2014,W,787836,712661,1500497
5132,12/26/2004,U,327069,152351,479420
5133,11/06/2014,W,941564,821892,1763456
5134,04/03/2012,W,972756,720709,1693465
5135,12/29/2010,W,731000,513271,1244271
5136,06/23/2003,W,855955,568379,1424334
5137,03/01/2001,W,1051889,618440,1670329
5138,03/17/2012,A,755574,708351,1463925
5139,12/16/2008,W,906945,632719,1539664
5140,01/21/2007,U,364130,214796,578926
5141,02/17/2020,W,567523,502927,1070450
5142,03/02/2011,W,1038790,702291,1741081
5143,09/07/2001,W,1070339,659824,1730163
5144,04/13/2015,W,908654,767492,1676146
5145,01/16/2023,W,295880,196321,492201
5146,04/30/2005,A,635054,315323,950377
5147,01/04/2024,W,460277,317437,777714
5148,11/20/2011,U,456466,328721,785187
5149,07/10/2024,W,560627,409640,970267
5150,12/12/2017,W,783312,709949,1493261
5151,08/27/2011,A,691082,463528,1154610
5152,04/23/2003,W,923474,613127,1536601
5153,04/07/2014,W,913081,753038,1666119
5154,04/25/2004,U,373444,218019,591463
5155,02/05/2016,W,785587,731495,1517082
5156,02/09/2007,W,944364,582089,1526453
5157,06/09/2001,A,639444,358013,997457
5158,11/01/2020,U,149896,85934,235830
5159,12/09/2019,W,786431,690443,1476874
5160,09/28/2007,W,1080223,680820,1761043
5161,03/14/2003,W,1009566,615377,1624943
5162,10/26/2003,U,395925,231808,627733
5163,04/29/2023,A,331120,224434,555554
5164,05/04/2012,W,1054307,778105,1832412
5165,04/03/2024,W,572710,395413,968123
5166,08/14/2008,W,993155,638565,1631720
5167,10/30/2003,W,1006074,652674,1658748
5168,01/01/2003,U,325478,169985,495463
5169,04/06/2020,W,199323,89714,289037
5170,04/25/2019,W,820219,770006,1590225
5171,11/08/2001,W,1004574,636400,1640974
5172,03/11/2020,W,767610,660739,1428349
5173,07/13/2011,W,968000,712673,1680673
5174,08/11/2012,A,634529,525198,1159727
5175,06/05/2006,W,1005516,625171,1630687
5176,11/09/2022,W,524300,382075,906375
5177,09/22/2010,W,1038052,751724,1789776
5178,01/27/2001,A,590836,268078,858914
5179,08/05/2021,W,401248,283716,684964
5180,03/24/2020,W,220319,105312,325631
5181,01/04/2005,W,972798,559563,1532361
5182,04/27/2002,A,513069,272746,785815
5183,02/14/2002,W,1014122,609706,1623828
5184,02/22/2016,W,869531,745072,1614603
5185,12/22/2017,W,727262,586190,1313452
5186,02/06/2018,W,783522,708071,1491593
5187,06/05/2019,W,817943,764911,1582854
5188,04/06/2018,W,792532,721169,1513701
5189,07/09/2023,U,281445,205204,486649
5190,10/30/2011,U,433281,318565,751846
5191,01/20/2017,W,798511,731616,1530127
5192,02/15/2019,W,754152,687932,1442084
5193,08/29/2015,A,520511,468675,989186
5194,06/02/2022,W,492400,355544,847944
5195,06/20/2013,W,974707,724184,1698891
5196,12/31/2023,U,250204,187144,437348
5197,09/24/2021,W,463710,365392,829102
5198,02/19/2022,A,228190,179991,408181
5199,02/25/2020,W,781725,693749,1475474
5200,03/12/2024,W,599389,411314,1010703
5201,02/09/2001,W,970826,593354,1564180
5202,10/17/2014,W,949303,844701,1794004
5203,10/22/2003,W,1003925,640420,1644345
5204,11/27/2023,W,505729,325992,831721
5205,09/26/2014,W,957961,814285,1772246
5206,02/19/2020,W,804097,707598,1511695
5207,01/02/2021,A,186877,91034,277911
5208,10/30/2022,U,217204,177961,395165
5209,05/22/2016,U,393684,357897,751581
5210,07/31/2011,U,491214,372586,863800
5211,05/21/2018,W,709633,669968,1379601
5212,08/24/2020,W,295919,152126,448045
5213,09/22/2014,W,947353,819134,1766487
5214,12/01/2006,W,912314,629776,1542090
5215,04/07/2004,W,975244,592042,1567286
5216,08/20/2021,W,399149,298535,697684
5217,12/07/2009,W,1034149,643604,1677753
5218,08/03/2008,U,549191,403165,952356
5219,02/01/2002,W,954707,585087,1539794
5220,09/02/2018,U,393446,368715,762161
5221,02/02/2013,A,554095,378484,932579
5222,07/13/2006,W,922492,644488,1566980
5223,11/01/2005,W,1104565,668971,1773536
5224,06/17/2013,W,969085,692856,1661941
5225,03/06/2005,U,451472,218330,669802
5226,09/22/2015,W,947566,842632,1790198
5227,10/22/2012,W,1003315,769024,1772339
5228,08/07/2007,W,930259,609984,1540243
5229,12/10/2003,W,945145,597600,1542745
5230,01/05/2012,W,841665,652474,1494139
5231,09/04/2023,U,293106,220411,513517
5232,01/19/2022,W,373531,235997,609528
5233,08/15/2010,U,507105,359893,866998
5234,08/20/2006,U,481484,321400,802884
5235,09/06/2020,U,161152,98132,259284
5236,11/28/2018,W,804497,749760,1554257
5237,08/14/2019,W,708180,698339,1406519
5238,07/10/2015,W,858745,851630,1710375
5239,03/23/2008,U,401640,192284,593924
5240,04/29/2001,U,423377,200002,623379
5241,02/07/2022,W,405768,257867,663635
5242,06/01/2013,A,631022,445218,1076240
5243,02/19/2010,W,1030451,658459,1688910
5244,12/20/2013,W,885107,706214,1591321
5245,10/05/2009,W,1110701,690993,1801694
5246,04/26/2014,A,580601,499576,1080177
5247,03/21/2013,W,999714,729901,1729615
5248,07/06/2005,W,926125,590642,1516767
5249,01/02/2018,W,507648,514174,1021822
5250,01/09/2009,W,985250,625043,1610293
5251,04/22/2005,W,926157,588764,1514921
5252,06/15/2021,W,372531,238872,611403
5253,05/23/2021,U,184730,129720,314450
5254,03/21/2019,W,795501,719946,1515447
5255,09/07/2024,A,409867,335343,745210
5256,11/25/2019,W,810928,721624,1532552
5257,07/08/2014,W,836929,725372,1562301
5258,03/02/2007,W,961731,596551,1558282
5259,08/13/2011,A,627401,457851,1085252
5260,07/07/2004,W,885461,568101,1453562
5261,07/06/2022,W,438241,315347,753588
5262,03/01/2017,W,863043,742729,1605772
5263,01/19/2015,W,597347,502376,1099723
5264,08/08/2021,U,223653,187344,410997
5265,07/06/2006,W,925381,678340,1603721
5266,09/14/2001,W,1034666,613645,1648311
5267,04/09/2008,W,1092341,646940,1739281
5268,04/27/2008,U,481571,225896,707467
5269,10/13/2005,W,1068998,665605,1734603
5270,06/04/2013,W,1044555,716102,1760657
5271,10/15/2007,W,1087003,651751,1738754
5272,11/21/2005,W,1023750,627654,1651404
5273,08/15/2022,W,422612,312773,735385
5274,06/29/2022,W,448310,350300,798610
5275,06/07/2024,W,538174,384835,923009
5276,10/15/2019,W,844826,788101,1632927
5277,08/28/2006,W,792601,587722,1380323
5278,06/29/2024,A,426204,296659,722863
5279,07/09/2004,W,869159,560395,1429554
5280,01/10/2014,W,872079,725812,1597891
5281,12/05/2012,W,1054367,754701,1809068
5282,05/30/2014,W,934382,782522,1716904
5283,04/25/2011,W,970581,685301,1655882
5284,08/01/2007,W,974958,643448,1618406
5285,01/30/2014,W,902855,751471,1654326
5286,11/01/2012,W,1092827,795031,1887858
5287,05/29/2011,U,392008,306407,698415
5288,04/25/2002,W,1000933,626040,1626973
5289,06/26/2006,W,852939,626802,1479741
5290,02/05/2012,U,462359,289438,751797
5291,08/10/2002,A,667701,340015,1007716
5292,08/30/2010,W,960273,673150,1633423
5293,01/28/2018,U,320779,268995,589774
5294,11/24/2010,W,898974,621938,1520912
5295,07/09/2013,W,928137,708853,1636990
5296,11/01/2024,W,618998,381782,1000780
5297,06/30/2003,W,884729,611874,1496603
5298,04/08/2021,W,302569,171140,473709
5299,09/09/2018,U,361946,329445,691391
5300,08/21/2019,W,732929,724089,1457018
5301,09/17/2001,W,919985,609381,1529366
5302,06/28/2011,W,974240,768178,1742418
5303,10/02/2007,W,1129578,669817,1799395
5304,11/28/2013,U,316200,238112,554312
5305,01/15/2012,U,402980,276691,679671
5306,06/11/2007,W,1000007,645161,1645168
5307,08/08/2022,W,381427,286194,667621
5308,01/19/2018,W,784287,701290,1485577
5309,08/11/2007,A,710009,379200,1089209
5310,03/21/2018,W,815911,715243,1531154
5311,10/28/2001,U,405374,208481,613855
5312,05/26/2022,W,467853,332069,799922
5313,12/25/2014,U,238015,159831,397846
5314,10/25/2018,W,846179,802796,1648975
5315,01/06/2007,A,580851,305019,885870
5316,12/13/2024,W,521773,360766,882539
5317,12/01/2010,W,999878,678039,1677917
5318,06/14/2009,U,519510,372743,892253
5319,10/14/2023,A,338320,266624,604944
5320,04/15/2024,W,588349,369259,957608
5321,01/07/2017,A,362508,319746,682254
5322,12/16/2005,W,952574,605734,1558308
5323,04/24/2020,W,225498,78966,304464
5324,02/13/2012,W,882797,653118,1535915
5325,11/09/2008,U,475132,267029,742161
5326,02/03/2010,W,1114266,661280,1775546
5327,08/22/2022,W,484550,322408,806958
5328,11/16/2015,W,908305,797597,1705902
5329,02/21/2005,W,723673,445742,1169415
5330,01/16/2020,W,774375,715978,1490353
5331,10/18/2012,W,1059957,806783,1866740
5332,04/12/2011,W,1036334,717458,1753792
5333,07/11/2017,W,771348,735051,1506399
5334,06/17/2019,W,739714,684609,1424323
5335,12/12/2003,W,912540,575833,1488373
5336,06/30/2002,U,441101,309418,750519
5337,07/04/2015,A,508110,545727,1053837
5338,09/02/2010,W,964759,679832,1644591
5339,01/05/2016,W,846789,727716,1574505
5340,09/25/2006,W,1041474,666046,1707520
5341,03/03/2014,W,900837,709629,1610466
5342,09/18/2008,W,1169932,739141,1909073
5343,10/21/2003,W,958546,644683,1603229
5344,03/11/2015,W,955083,778171,1733254
5345,06/23/2008,W,1019631,625987,1645618
5346,10/25/2004,W,1026913,612489,1639402
5347,05/28/2009,W,1038163,663980,1702143
5348,11/04/2007,U,491005,224395,715400
5349,03/06/2020,W,767084,655010,1422094
5350,04/24/2012,W,1003275,750511,1753786
5351,03/15/2006,W,1005800,632700,1638500
5352,12/09/2021,W,441609,310636,752245
5353,12/05/2023,W,556584,384481,941065
5354,12/12/2023,W,556451,378617,935068
5355,04/13/2016,W,850705,796616,1647321
5356,04/27/2011,W,960037,712176,1672213
5357,09/30/2003,W,1000725,637394,1638119
5358,03/13/2006,W,968366,609970,1578336
5359,12/11/2015,W,912854,801907,1714761
5360,06/29/2001,W,996694,666587,1663281
5361,12/17/2009,W,995849,624996,1620845
5362,07/11/2021,U,189913,165360,355273
5363,01/13/2010,W,1031317,632953,1664270
5364,04/26/2005,W,1002029,620181,1622210
5365,03/29/2004,W,949103,573929,1523032
5366,01/10/2001,W,984884,602052,1586936
5367,12/15/2015,W,884506,755882,1640388
5368,02/22/2001,W,986399,606302,1592701
5369,03/07/2019,W,790299,711428,1501727
5370,06/11/2011,A,639456,452885,1092341
5371,12/23/2017,A,438917,324065,762982
5372,09/30/2009,W,1092412,723123,1815535
5373,12/24/2006,U,391926,175847,567773
5374,05/10/2001,W,1018705,614067,1632772
5375,04/01/2001,U,417716,192717,610433
5376,08/05/2014,W,824134,737875,1562009
5377,07/19/2009,U,493670,311785,805455
5378,07/23/2015,W,844483,783822,1628305
5379,02/07/2011,W,996782,693321,1690103
5380,07/08/2003,W,846175,579733,1425908
5381,10/26/2004,W,1022142,621378,1643520
5382,04/16/2001,W,859713,564614,1424327
5383,05/27/2020,W,258713,86518,345231
5384,07/22/2009,W,973865,654420,1628285
5385,05/13/2003,W,981698,602563,1584261
5386,03/04/2020,W,815420,699192,1514612
5387,10/26/2018,W,842904,777822,1620726
5388,06/01/2002,A,667264,371223,1038487
5389,10/04/2016,W,919088,799529,1718617
5390,10/01/2004,W,1093423,654384,1747807
5391,07/26/2020,U,163332,90069,253401
5392,08/21/2013,W,894827,704103,1598930
5393,08/02/2001,W,790639,549367,1340006
5394,05/12/2018,A,440554,392468,833022
5395,08/26/2010,W,978212,694660,1672872
5396,12/15/2021,W,441500,299691,741191
5397,04/27/2020,W,230903,77830,308733
5398,11/04/2019,W,848867,749735,1598602
5399,01/26/2021,W,233767,127803,361570
5400,11/13/2007,W,1095253,660671,1755924
5401,07/26/2019,W,728460,713766,1442226
5402,10/26/2008,U,492388,269253,761641
5403,05/01/2008,W,1129443,680679,1810122
5404,01/25/2010,W,1039778,645886,1685664
5405,03/31/2004,W,943445,579344,1522789
5406,02/13/2015,W,911949,740559,1652508
5407,03/28/2006,W,981183,619650,1600833
5408,07/30/2019,W,744356,721545,1465901
5409,10/12/2017,W,870996,810442,1681438
5410,09/26/2008,W,1090515,708141,1798656
5411,02/01/2017,W,883845,750500,1634345
5412,10/18/2010,W,1038903,717627,1756530
5413,05/04/2001,W,1046692,621087,1667779
5414,02/25/2001,U,351637,172132,523769
5415,07/14/2006,W,889540,669868,1559408
5416,11/14/2006,W,1047208,669094,1716302
5417,10/19/2003,U,422713,241241,663954
5418,01/06/2002,U,370508,177606,548114
5419,08/03/2019,A,497883,512548,1010431
5420,09/24/2013,W,1041341,805859,1847200
5421,07/19/2010,W,927114,681084,1608198
5422,07/29/2010,W,933636,684987,1618623
5423,03/15/2017,W,822423,748703,1571126
5424,02/20/2017,W,623736,557822,1181558
5425,07/26/2015,U,419005,402975,821980
5426,05/06/2004,W,994277,614497,1608774
5427,03/12/2023,U,215765,159274,375039
5428,06/23/2021,W,362682,239858,602540
5429,06/28/2022,W,445097,348827,793924
5430,10/25/2005,W,1034930,653259,1688189
5431,06/24/2022,W,429666,353308,782974
5432,12/02/2016,W,882063,780569,1662632
5433,05/02/2010,U,458651,314736,773387
5434,08/10/2016,W,777389,765854,1543243
5435,10/07/2013,W,1033503,748714,1782217
5436,02/02/2008,A,627807,320544,948351
5437,04/12/2015,U,410420,332334,742754
5438,12/07/2004,W,948268,587165,1535433
5439,01/26/2002,A,611356,283489,894845
5440,12/20/2016,W,758686,668762,1427448
5441,08/02/2002,W,1004199,612785,1616984
5442,01/12/2017,W,777149,714212,1491361
5443,01/18/2010,W,672311,416744,1089055
5444,07/11/2019,W,761712,767177,1528889
5445,02/02/2021,W,288369,146050,434419
5446,11/16/2006,W,998140,658701,1656841
5447,10/15/2013,W,1005851,764848,1770699
5448,01/09/2010,A,550886,310265,861151
5449,10/24/2022,W,499098,342781,841879
5450,01/22/2022,A,213615,153452,367067
5451,11/12/2007,W,843086,551847,1394933
5452,04/27/2012,W,1026691,745495,1772186
5453,04/02/2014,W,952475,784201,1736676
5454,12/12/2018,W,809305,727070,1536375
5455,10/11/2018,W,860410,817569,1677979
5456,08/07/2014,W,827473,745930,1573403
5457,02/08/2003,A,563430,270521,833951
5458,08/13/2018,W,705028,681926,1386954
5459,07/28/2001,A,607195,357848,965043
5460,05/19/2005,W,951340,593341,1544681
5461,01/18/2007,W,982237,620579,1602816
5462,03/03/2015,W,904439,735951,1640390
5463,06/01/2023,W,544178,393187,937365
5464,07/28/2023,W,446842,334517,781359
5465,09/22/2022,W,530009,398846,928855
5466,05/02/2018,W,834718,752143,1586861
5467,08/27/2005,A,632625,364516,997141
5468,11/01/2014,A,556675,491328,1048003
5469,09/19/2018,W,844257,786851,1631108
5470,03/06/2009,W,1106466,653708,1760174
5471,09/20/2015,U,433770,428858,862628
5472,08/29/2016,W,781400,750329,1531729
5473,04/27/2003,U,403462,210716,614178
5474,09/03/2001,U,448248,213584,661832
5475,04/05/2016,W,898889,774877,1673766
5476,03/15/2011,W,1025714,699145,1724859
5477,06/26/2002,W,879533,601333,1480866
5478,11/29/2021,W,421322,276090,697412
5479,03/04/2006,A,609288,322365,931653
5480,08/20/2013,W,894283,699558,1593841
5481,09/22/2012,A,669729,507218,1176947
5482,04/22/2014,W,938052,794547,1732599
5483,11/23/2001,W,641780,356646,998426
5484,02/14/2003,W,985806,594045,1579851
5485,10/25/2022,W,478171,370030,848201
5486,06/18/2008,W,1043814,654284,1698098
5487,08/19/2001,U,439920,235842,675762
5488,03/28/2020,A,144561,68572,213133
5489,03/06/2002,W,1008215,593126,1601341
5490,03/25/2012,U,470355,355696,826051
5491,02/04/2018,U,279353,232906,512259
5492,06/15/2016,W,845450,786422,1631872
5493,08/28/2024,W,637588,442189,1079777
5494,05/16/2019,W,768250,714282,1482532
5495,01/31/2020,W,735622,665472,1401094
5496,11/09/2017,W,860819,800535,1661354
5497,11/16/2010,W,1041704,720439,1762143
5498,02/21/2021,U,146116,81211,227327
5499,03/05/2010,W,1036156,664445,1700601
5500,03/05/2016,A,503983,421193,925176
5501,11/14/2016,W,862939,775439,1638378
5502,01/20/2008,U,291354,168692,460046
5503,08/30/2005,W,931235,625509,1556744
5504,07/04/2003,U,471591,347887,819478
5505,11/27/2001,W,985583,613858,1599441
