,service_date,day_type,bus,rail_boardings,total_rides
6508,02/20/2016,A,566721,464149,1030870
6509,03/01/2008,A,668866,322061,990927
6510,11/12/2006,U,417471,251876,669347
6511,10/16/2020,W,324544,178507,503051
6512,05/21/2005,A,647441,353375,1000816
6513,08/08/2009,A,714606,503501,1218107
6514,05/28/2019,W,769069,694292,1463361
6515,03/13/2021,A,247738,148004,395742
6516,05/25/2002,A,558891,270672,829563
6517,10/03/2017,W,921022,794082,1715104
6518,02/06/2012,W,1038157,699926,1738083
6519,03/25/2015,W,916538,734311,1650849
6520,06/28/2012,W,880771,702116,1582887
6521,05/03/2008,A,716121,344446,1060567
6522,07/26/2004,W,852027,565461,1417488
6523,05/10/2005,W,1033686,634549,1668235
6524,10/10/2004,U,421756,350585,772341
6525,09/18/2024,W,655614,467380,1122994
6526,02/10/2019,U,296809,251192,548001
6527,07/02/2003,W,936777,640212,1576989
6528,01/04/2001,W,870021,550011,1420032
6529,08/09/2014,A,582607,552265,1134872
6530,05/17/2016,W,839788,748287,1588075
6531,10/07/2009,W,1111089,714396,1825485
6532,06/03/2015,W,964899,794693,1759592
6533,01/16/2015,W,898222,748177,1646399
6534,12/05/2013,W,956982,782864,1739846
6535,11/16/2018,W,816628,783218,1599846
6536,03/19/2008,W,945983,608639,1554622
6537,03/03/2009,W,1095720,642501,1738221
6538,02/09/2005,W,989259,595976,1585235
6539,09/25/2020,W,338121,180938,519059
6540,11/27/2017,W,839274,726945,1566219
6541,04/10/2019,W,760548,731858,1492406
6542,01/27/2014,W,502031,472484,974515
6543,12/11/2011,U,442689,306703,749392
6544,05/13/2020,W,259169,83529,342698
6545,11/02/2012,W,1087124,793396,1880520
6546,01/09/2011,U,380762,237361,618123
6547,03/13/2020,W,674594,496474,1171068
6548,08/03/2007,W,976842,692273,1669115
6549,03/11/2012,U,482075,316828,798903
6550,05/12/2006,W,958553,639308,1597861
6551,11/06/2011,U,477456,331327,808783
6552,09/06/2018,W,819596,786139,1605735
6553,11/30/2016,W,852623,768149,1620772
6554,03/18/2016,W,875707,765919,1641626
6555,09/01/2005,W,1019495,643731,1663226
6556,10/09/2018,W,882871,813161,1696032
6557,03/16/2014,U,371881,349484,721365
6558,03/18/2004,W,934303,588303,1522606
6559,01/14/2007,U,368736,217983,586719
6560,03/29/2001,W,1020098,605027,1625125
6561,10/16/2024,W,652964,462121,1115085
6562,10/09/2013,W,1056846,774550,1831396
6563,01/18/2017,W,835362,742180,1577542
6564,09/02/2005,W,1015964,632104,1648068
6565,06/19/2013,W,990561,718139,1708700
6566,06/23/2015,W,840211,794064,1634275
6567,02/02/2019,A,435441,345650,781091
6568,05/22/2001,W,1019568,637152,1656720
6569,09/24/2008,W,1148720,713572,1862292
6570,04/02/2008,W,1118495,661969,1780464
6571,10/02/2016,U,391845,351589,743434
6572,05/10/2022,W,487603,334899,822502
6573,07/06/2003,U,389816,269228,659044
6574,06/27/2018,W,734332,744015,1478347
6575,08/26/2024,W,596306,376308,972614
6576,10/21/2006,A,631254,403698,1034952
6577,12/16/2016,W,744691,690845,1435536
6578,01/04/2013,W,875485,635401,1510886
6579,06/01/2018,W,851045,773824,1624869
6580,10/04/2015,U,417529,371950,789479
6581,07/23/2005,A,604287,361618,965905
6582,05/28/2010,W,994671,694492,1689163
6583,09/18/2021,A,297188,295961,593149
6584,04/07/2017,W,765361,741568,1506929
6585,08/17/2003,U,462931,290507,753438
6586,07/07/2016,W,769513,774128,1543641
6587,10/11/2005,W,1076154,687202,1763356
6588,03/06/2010,A,662470,399749,1062219
6589,12/07/2012,W,1038662,764843,1803505
6590,08/31/2007,W,1012720,674373,1687093
6591,07/20/2017,W,716096,726632,1442728
6592,05/16/2016,W,836089,730287,1566376
6593,01/30/2016,A,510514,427874,938388
6594,05/03/2004,W,1028235,580844,1609079
6595,02/15/2008,W,1036232,618258,1654490
6596,10/02/2006,W,981933,635901,1617834
6597,07/05/2008,A,675949,409554,1085503
6598,08/06/2006,U,451477,357797,809274
6599,02/10/2011,W,940692,676869,1617561
6600,05/19/2006,W,994011,651428,1645439
6601,07/20/2003,U,403847,224010,627857
6602,06/06/2023,W,522067,389250,911317
6603,05/07/2017,U,370985,334930,705915
6604,01/03/2001,W,824923,536432,1361355
6605,02/24/2016,W,795160,725712,1520872
6606,12/02/2021,W,466625,323958,790583
6607,11/11/2012,U,479696,353062,832758
6608,05/18/2020,W,242568,80822,323390
6609,08/21/2017,W,707640,675484,1383124
6610,04/17/2024,W,600084,408474,1008558
6611,07/01/2012,U,474631,350123,824754
6612,02/06/2020,W,761859,701795,1463654
6613,07/14/2016,W,794813,775495,1570308
6614,07/25/2012,W,930185,724487,1654672
6615,10/23/2015,W,915489,828812,1744301
6616,04/14/2014,W,792277,697727,1490004
6617,12/31/2007,W,669463,405727,1075190
6618,12/20/2020,U,157805,80063,237868
6619,05/25/2018,W,797393,730669,1528062
6620,07/02/2012,W,929572,676617,1606189
6621,04/22/2017,A,493687,467485,961172
6622,06/17/2010,W,954409,719629,1674038
6623,12/02/2018,U,339157,285153,624310
6624,11/13/2017,W,846572,758107,1604679
6625,11/29/2001,W,972155,613392,1585547
6626,05/29/2009,W,1064215,677893,1742108
6627,04/30/2024,W,632501,409097,1041598
6628,12/09/2010,W,957337,667827,1625164
6629,12/03/2005,A,602909,343944,946853
6630,02/18/2010,W,1026992,673127,1700119
6631,12/18/2012,W,950660,693703,1644363
6632,10/27/2010,W,1051715,739161,1790876
6633,05/13/2007,U,446076,224489,670565
6634,11/11/2001,U,416118,218931,635049
6635,03/07/2007,W,1000287,611040,1611327
6636,08/27/2013,W,1032675,721814,1754489
6637,07/17/2010,A,653987,518643,1172630
6638,12/31/2005,A,526241,307444,833685
6639,06/03/2020,W,207502,68423,275925
6640,09/26/2021,U,214958,195380,410338
6641,06/01/2009,W,1011224,619841,1631065
6642,03/17/2002,U,390344,189640,579984
6643,08/25/2021,W,398464,278830,677294
6644,04/01/2014,W,986346,772459,1758805
6645,11/07/2011,W,1061041,749043,1810084
6646,08/06/2009,W,958790,673897,1632687
6647,11/13/2022,U,216386,184686,401072
6648,01/22/2002,W,1012565,603877,1616442
6649,03/02/2014,U,371300,304402,675702
6650,02/10/2016,W,850090,742445,1592535
6651,02/03/2014,W,931825,729128,1660953
6652,02/10/2006,W,1003608,623814,1627422
6653,08/23/2019,W,720876,723775,1444651
6654,10/17/2003,W,1023752,651230,1674982
6655,08/11/2010,W,902498,661211,1563709
6656,05/15/2020,W,261148,82454,343602
6657,05/18/2015,W,908842,761991,1670833
6658,04/13/2010,W,1031798,679327,1711125
6659,06/20/2015,A,563855,500734,1064589
6660,12/24/2021,U,215369,118922,334291
6661,11/09/2019,A,479816,386355,866171
6662,07/24/2017,W,744976,765597,1510573
6663,06/19/2015,W,893122,813552,1706674
6664,12/14/2004,W,934042,574048,1508090
6665,11/11/2007,U,462568,216467,679035
6666,06/20/2024,W,548449,411020,959469
6667,04/19/2002,W,905545,591974,1497519
6668,08/18/2013,U,472515,384202,856717
6669,11/22/2012,U,363466,255982,619448
6670,04/06/2011,W,1032831,725191,1758022
6671,10/07/2006,A,641240,373957,1015197
6672,05/10/2019,W,816268,749306,1565574
6673,04/05/2002,W,1014222,613919,1628141
6674,11/09/2014,U,411806,379597,791403
6675,02/12/2014,W,842139,713255,1555394
6676,06/17/2008,W,1033341,643362,1676703
6677,07/29/2001,U,432534,236416,668950
6678,08/23/2002,W,903292,570031,1473323
6679,11/17/2020,W,279757,140971,420728
6680,11/16/2007,W,1063833,645494,1709327
6681,05/29/2018,W,797433,716137,1513570
6682,07/05/2005,W,913873,569757,1483630
6683,03/31/2007,A,608037,323073,931110
6684,04/01/2024,W,478962,333881,812843
6685,10/01/2013,W,1100251,760127,1860378
6686,08/27/2020,W,307570,159603,467173
6687,10/26/2011,W,1055199,756804,1812003
6688,05/14/2009,W,1074183,690670,1764853
6689,11/14/2013,W,968420,806089,1774509
6690,06/15/2011,W,927263,708511,1635774
6691,07/04/2014,U,478993,473842,952835
6692,04/03/2001,W,1057275,613993,1671268
6693,09/06/2014,A,593846,534590,1128436
6694,09/30/2006,A,636906,394280,1031186
6695,07/21/2004,W,857917,590615,1448532
6696,09/10/2021,W,469400,355788,825188
6697,05/13/2014,W,904717,735362,1640079
6698,10/04/2013,W,1055644,763663,1819307
6699,09/30/2022,W,517079,372584,889663
6700,08/19/2019,W,697759,669727,1367486
6701,02/04/2016,W,901406,778227,1679633
6702,10/06/2016,W,858960,817595,1676555
6703,06/19/2004,A,621841,336481,958322
6704,05/31/2017,W,827890,745189,1573079
6705,05/09/2008,W,1117011,659889,1776900
6706,02/14/2007,W,884567,596676,1481243
6707,10/04/2019,W,851906,740946,1592852
6708,04/05/2003,A,593273,293496,886769
6709,05/02/2009,A,764832,399421,1164253
6710,11/30/2020,W,255801,130426,386227
6711,10/29/2008,W,1123289,696994,1820283
6712,02/25/2019,W,762857,680844,1443701
6713,03/18/2012,U,504213,359041,863254
6714,06/30/2006,W,950077,716112,1666189
6715,02/12/2008,W,819820,553554,1373374
6716,05/08/2006,W,1010412,624197,1634609
6717,04/17/2005,U,428663,225292,653955
6718,11/01/2009,U,494777,290701,785478
6719,02/25/2005,W,1002592,590287,1592879
6720,05/07/2003,W,977279,610370,1587649
6721,09/08/2001,A,645427,341332,986759
6722,12/28/2013,A,506219,405004,911223
6723,09/20/2018,W,840571,812664,1653235
6724,12/11/2004,A,602774,318757,921531
6725,10/04/2003,A,651128,383554,1034682
6726,03/22/2015,U,383134,306283,689417
6727,10/10/2019,W,855556,803767,1659323
6728,06/19/2001,W,944122,613028,1557150
6729,06/21/2024,W,539303,406032,945335
6730,12/20/2007,W,1016117,578637,1594754
6731,01/17/2004,A,534831,278142,812973
6732,11/05/2023,U,296526,200577,497103
6733,08/14/2003,W,857542,592601,1450143
6734,02/05/2019,W,808858,734181,1543039
6735,05/28/2011,A,586663,420778,1007441
6736,11/02/2022,W,532834,379413,912247
6737,01/07/2019,W,723023,662470,1385493
6738,01/05/2015,W,753918,657877,1411795
6739,04/30/2002,W,1000608,604417,1605025
6740,04/07/2021,W,340512,181069,521581
6741,06/01/2011,W,1077060,728801,1805861
6742,07/03/2023,W,444738,293378,738116
6743,04/23/2024,W,600004,410045,1010049
6744,08/28/2011,U,488275,339049,827324
6745,08/16/2002,W,903666,592393,1496059
6746,02/23/2022,W,434639,288569,723208
6747,08/26/2015,W,860821,774429,1635250
6748,08/11/2011,W,957398,709254,1666652
6749,12/25/2015,U,231718,162100,393818
6750,11/11/2017,A,461927,427100,889027
6751,12/26/2021,U,160349,106278,266627
6752,01/12/2010,W,1012053,626651,1638704
6753,04/09/2003,W,986992,611985,1598977
6754,11/15/2017,W,826138,770507,1596645
6755,11/17/2023,W,544624,418827,963451
6756,07/15/2002,W,949705,608087,1557792
6757,10/07/2021,W,447936,323569,771505
6758,09/02/2009,W,1032505,682877,1715382
6759,07/11/2011,W,899672,654659,1554331
6760,05/26/2005,W,995429,632007,1627436
6761,01/10/2003,W,963808,567691,1531499
6762,11/25/2016,W,496285,411245,907530
6763,03/14/2024,W,539322,393348,932670
6764,11/15/2014,A,532937,458706,991643
6765,02/17/2008,U,411858,218846,630704
6766,02/23/2004,W,954873,577436,1532309
6767,10/31/2016,W,860741,797545,1658286
6768,05/29/2023,U,269683,209702,479385
6769,12/22/2021,W,314359,209334,523693
6770,07/02/2011,A,701711,514859,1216570
6771,12/30/2011,W,762618,528085,1290703
6772,11/09/2011,W,1036190,759696,1795886
6773,04/14/2004,W,859829,593419,1453248
6774,02/06/2017,W,838312,713858,1552170
6775,11/15/2003,A,567411,334186,901597
6776,07/15/2014,W,828927,739993,1568920
6777,09/12/2009,A,728447,482038,1210485
6778,08/13/2009,W,946370,674767,1621137
6779,09/30/2024,W,619994,406220,1026214
6780,05/25/2010,W,1005290,690144,1695434
6781,12/19/2009,A,612039,350048,962087
6782,12/18/2008,W,995662,618571,1614233
6783,06/25/2018,W,730834,709948,1440782
6784,04/01/2008,W,1114418,637976,1752394
6785,01/13/2019,U,301855,250222,552077
6786,05/15/2014,W,890597,751405,1642002
6787,01/01/2019,U,248879,245852,494731
6788,02/24/2014,W,925043,739926,1664969
6789,02/17/2003,W,709845,447938,1157783
6790,03/29/2013,W,829810,621657,1451467
6791,11/13/2006,W,1007564,643008,1650572
6792,05/14/2010,W,1022640,708596,1731236
6793,10/10/2020,A,248858,137846,386704
6794,05/26/2014,U,413568,345231,758799
6795,12/24/2020,W,201261,92528,293789
6796,02/09/2014,U,385739,301471,687210
6797,05/06/2006,A,637405,368890,1006295
6798,01/06/2009,W,1006184,600314,1606498
6799,05/05/2024,U,317248,226928,544176
6800,04/24/2016,U,397080,343644,740724
6801,11/12/2001,W,812747,527242,1339989
6802,11/24/2011,U,340929,235194,576123
6803,03/21/2002,W,930667,574802,1505469
6804,05/28/2008,W,1105899,647402,1753301
6805,01/21/2013,W,549385,422125,971510
6806,05/25/2021,W,345371,205679,551050
6807,04/02/2021,W,329144,180602,509746
6808,07/31/2013,W,898783,707557,1606340
6809,03/14/2017,W,712423,727042,1439465
6810,09/11/2002,W,1045640,631554,1677194
6811,11/21/2022,W,423423,299744,723167
6812,06/16/2004,W,948614,584517,1533131
6813,01/02/2002,W,766853,491630,1258483
6814,03/07/2020,A,455672,366530,822202
6815,08/26/2016,W,797432,768053,1565485
6816,04/20/2015,W,907393,762726,1670119
6817,10/08/2018,W,700116,719617,1419733
6818,08/03/2002,A,674990,325279,1000269
6819,06/29/2021,W,346254,229881,576135
6820,01/26/2010,W,1037134,653753,1690887
6821,06/24/2007,U,451145,346881,798026
6822,11/17/2003,W,996959,618428,1615387
6823,09/02/2023,A,384728,291029,675757
6824,11/02/2003,U,397515,215452,612967
6825,05/19/2019,U,332006,295929,627935
6826,03/10/2009,W,1026177,636119,1662296
6827,08/06/2005,A,648849,357240,1006089
6828,09/23/2022,W,458882,354789,813671
6829,01/02/2020,W,651421,565139,1216560
6830,11/19/2015,W,884290,811595,1695885
6831,02/01/2016,W,926781,759849,1686630
6832,12/11/2014,W,922765,774798,1697563
6833,12/29/2007,A,546998,277819,824817
6834,02/17/2015,W,912529,745575,1658104
6835,02/04/2013,W,983474,710890,1694364
6836,06/16/2024,U,314305,239123,553428
6837,01/24/2016,U,352859,293804,646663
6838,03/10/2015,W,953173,767551,1720724
6839,07/02/2013,W,911309,677994,1589303
6840,06/22/2004,W,959598,597441,1557039
6841,01/21/2004,W,949321,576593,1525914
6842,03/28/2002,W,965734,571056,1536790
6843,08/14/2020,W,315311,155653,470964
6844,04/19/2011,W,862770,627085,1489855
6845,11/29/2007,W,1015386,625742,1641128
6846,11/15/2001,W,983434,615519,1598953
6847,12/18/2011,U,455044,325822,780866
6848,02/20/2015,W,847700,697600,1545300
6849,01/30/2007,W,952201,604145,1556346
6850,06/14/2002,W,980140,605447,1585587
6851,10/24/2004,U,436838,227357,664195
6852,01/07/2001,U,375831,169825,545656
6853,09/18/2022,U,237991,241024,479015
6854,01/21/2015,W,905178,756860,1662038
6855,08/17/2011,W,943997,692781,1636778
6856,01/19/2004,W,557712,353859,911571
6857,12/01/2008,W,1060059,635852,1695911
6858,04/29/2012,U,445246,322436,767682
6859,08/08/2011,W,912362,692657,1605019
6860,09/10/2007,W,1072218,676612,1748830
6861,10/24/2018,W,855770,795929,1651699
6862,12/29/2023,W,415822,261610,677432
6863,11/10/2014,W,938000,786491,1724491
6864,09/11/2012,W,1026114,789589,1815703
6865,06/25/2012,W,933417,725550,1658967
6866,11/12/2012,W,823600,666802,1490402
6867,10/01/2014,W,1010778,825205,1835983
6868,09/08/2007,A,700510,374022,1074532
6869,03/05/2018,W,793241,686228,1479469
6870,09/25/2013,W,1055790,810826,1866616
6871,02/21/2003,W,1005940,601156,1607096
6872,10/29/2017,U,355321,320982,676303
6873,12/01/2007,A,606838,307004,913842
6874,12/10/2012,W,973051,690186,1663237
6875,05/31/2022,W,468550,326376,794926
6876,12/22/2019,U,350959,283094,634053
6877,12/24/2013,W,474089,341784,815873
6878,04/17/2009,W,1087613,695313,1782926
6879,08/27/2010,W,991691,700296,1691987
6880,09/24/2024,W,582939,434551,1017490
6881,06/28/2021,W,337566,218776,556342
6882,01/29/2004,W,855905,553448,1409353
6883,06/12/2007,W,1015390,660899,1676289
6884,07/13/2020,W,309700,149117,458817
6885,09/17/2005,A,677602,404143,1081745
6886,02/25/2003,W,897857,572520,1470377
6887,03/01/2010,W,893861,606818,1500679
6888,04/21/2011,W,919676,685284,1604960
6889,09/06/2003,A,625347,334013,959360
6890,05/01/2002,W,1031532,605198,1636730
6891,08/02/2007,W,944912,650901,1595813
6892,12/27/2022,W,315154,202638,517792
6893,03/20/2018,W,808168,710058,1518226
6894,02/20/2019,W,779660,717172,1496832
6895,04/08/2016,W,782419,753786,1536205
6896,12/21/2014,U,397000,332367,729367
6897,10/26/2010,W,948119,691241,1639360
6898,12/13/2003,A,544810,305519,850329
6899,08/02/2003,A,678701,399990,1078691
6900,03/14/2013,W,1033042,755471,1788513
6901,04/09/2006,U,426567,258613,685180
6902,01/22/2006,U,371481,208257,579738
6903,12/22/2015,W,722061,664559,1386620
6904,02/17/2010,W,1028817,663479,1692296
6905,09/02/2001,U,470771,243520,714291
6906,05/21/2022,A,258763,218972,477735
6907,05/14/2008,W,1083589,650904,1734493
6908,04/11/2008,W,999556,629067,1628623
6909,12/24/2012,W,545733,313210,858943
6910,04/08/2002,W,937560,578417,1515977
6911,08/23/2021,W,389873,263283,653156
6912,08/07/2006,W,905263,633078,1538341
6913,09/05/2005,U,469528,274053,743581
6914,09/28/2021,W,474767,315354,790121
6915,01/14/2012,A,557653,377455,935108
6916,08/05/2008,W,997379,673384,1670763
6917,04/18/2022,W,416359,279342,695701
6918,06/20/2016,W,785446,762810,1548256
6919,06/16/2021,W,374362,242785,617147
6920,12/22/2003,W,797301,508014,1305315
6921,09/30/2015,W,946374,835001,1781375
6922,11/12/2005,A,626889,351085,977974
6923,11/27/2024,W,477247,308919,786166
6924,11/26/2023,U,219912,160320,380232
6925,07/08/2009,W,954018,667258,1621276
6926,03/30/2005,W,942056,580582,1522638
6927,02/23/2001,W,1024235,602352,1626587
6928,09/30/2018,U,365436,362732,728168
6929,02/15/2009,U,466104,262442,728546
6930,01/11/2019,W,763718,679115,1442833
6931,12/11/2010,A,573203,388409,961612
6932,10/05/2012,W,1069580,808343,1877923
6933,08/26/2020,W,311882,158419,470301
6934,07/30/2018,W,718899,721661,1440560
6935,04/26/2002,W,1026348,615024,1641372
6936,07/29/2024,W,499487,347579,847066
6937,07/13/2023,W,505564,394862,900426
6938,06/23/2018,A,487366,452638,940004
6939,07/23/2010,W,879035,677196,1556231
6940,10/20/2001,A,632093,319399,951492
6941,07/23/2014,W,838958,777929,1616887
6942,06/21/2015,U,439513,390557,830070
6943,09/22/2008,W,1140486,690356,1830842
6944,01/03/2018,W,598578,587740,1186318
6945,03/17/2011,W,1039329,730561,1769890
6946,10/10/2008,W,1169810,716085,1885895
6947,05/06/2012,U,434634,343213,777847
6948,02/04/2004,W,947079,581672,1528751
6949,07/21/2009,W,986777,683790,1670567
6950,01/17/2007,W,977527,618895,1596422
6951,07/31/2021,A,292772,310759,603531
6952,12/12/2019,W,787393,716707,1504100
6953,07/05/2006,W,901332,661426,1562758
6954,08/21/2014,W,771537,739451,1510988
6955,07/22/2015,W,844761,785763,1630524
6956,12/27/2006,W,732919,460703,1193622
6957,10/22/2023,U,288942,219804,508746
6958,06/08/2013,A,661759,537485,1199244
6959,10/03/2008,W,1211992,706967,1918959
6960,12/05/2005,W,959432,591559,1550991
6961,12/12/2021,U,200373,165296,365669
6962,06/28/2017,W,722682,733693,1456375
6963,03/15/2010,W,996747,648605,1645352
6964,06/02/2024,U,347275,256837,604112
6965,01/04/2014,A,469542,361203,830745
6966,03/23/2024,A,373194,249326,622520
6967,08/07/2017,W,733495,704247,1437742
6968,06/14/2021,W,362267,227377,589644
6969,11/22/2021,W,428156,288075,716231
6970,04/12/2021,W,326192,170290,496482
6971,12/13/2004,W,922941,562847,1485788
6972,04/24/2001,W,1031150,618513,1649663
6973,06/27/2008,W,1019687,693555,1713242
6974,08/05/2018,U,368543,423810,792353
6975,11/07/2004,U,427407,222194,649601
6976,07/23/2012,W,915219,695786,1611005
6977,09/24/2017,U,378420,351102,729522
6978,06/04/2007,W,988557,611310,1599867
6979,05/11/2002,A,492841,252501,745342
6980,11/12/2011,A,660488,474088,1134576
6981,03/14/2014,W,955810,819256,1775066
6982,12/06/2013,W,933388,766511,1699899
6983,03/30/2024,A,375490,244072,619562
6984,05/08/2020,W,242402,82107,324509
6985,12/27/2010,W,673638,435925,1109563
6986,01/25/2013,W,920833,707962,1628795
6987,05/18/2004,W,957288,600273,1557561
6988,01/24/2019,W,745872,711300,1457172
6989,11/15/2023,W,587609,422609,1010218
6990,10/09/2007,W,1119151,673318,1792469
6991,02/01/2004,U,355491,170793,526284
6992,01/31/2007,W,943384,598814,1542198
6993,05/18/2002,A,638862,298727,937589
6994,04/28/2008,W,1009567,606882,1616449
6995,01/28/2011,W,930518,655861,1586379
6996,12/14/2020,W,269583,135394,404977
6997,07/25/2019,W,746240,746890,1493130
6998,07/01/2008,W,1098281,694175,1792456
6999,03/08/2002,W,993813,587766,1581579
7000,07/20/2015,W,819425,749387,1568812
7001,01/13/2008,U,391645,202380,594025
7002,10/09/2023,W,452540,366694,819234
7003,08/07/2013,W,898114,694946,1593060
7004,08/15/2024,W,519903,391361,911264
7005,06/05/2024,W,602717,450039,1052756
7006,04/11/2017,W,736309,720080,1456389
7007,10/20/2023,W,562941,395292,958233
7008,06/07/2014,A,585247,524812,1110059
7009,10/13/2011,W,1011085,773498,1784583
7010,07/09/2009,W,1002646,673821,1676467
7011,08/02/2015,U,425896,469421,895317
7012,09/29/2012,A,715790,512833,1228623
7013,12/23/2011,W,855427,539186,1394613
7014,01/15/2020,W,794821,720057,1514878
7015,08/07/2019,W,745371,746207,1491578
7016,02/04/2019,W,808055,718764,1526819
7017,11/19/2014,W,889137,774198,1663335
7018,12/14/2024,A,347954,262799,610753
7019,02/17/2002,U,423922,209261,633183
7020,03/23/2012,W,945472,685518,1630990
7021,09/15/2007,A,642789,378741,1021530
7022,01/25/2007,W,988347,630002,1618349
7023,03/27/2002,W,989393,580724,1570117
7024,09/08/2006,W,985806,708845,1694651
7025,12/11/2009,W,980494,627993,1608487
7026,05/20/2006,A,619536,365397,984933
7027,07/17/2007,W,945057,637429,1582486
7028,02/08/2004,U,369314,185893,555207
7029,12/07/2003,U,393784,214938,608722
7030,10/10/2007,W,1075443,666054,1741497
7031,04/09/2023,U,237320,168475,405795
7032,09/26/2011,W,1028362,733053,1761415
7033,03/22/2014,A,597815,452237,1050052
7034,08/11/2023,W,472150,370307,842457
7035,12/29/2009,W,753943,488944,1242887
7036,05/17/2003,A,614484,304723,919207
7037,09/26/2019,W,853333,791418,1644751
7038,02/20/2014,W,893699,759455,1653154
7039,01/24/2008,W,910998,588279,1499277
7040,03/16/2008,U,447363,243823,691186
7041,12/09/2013,W,904306,745781,1650087
7042,05/18/2001,W,1027834,628829,1656663
7043,03/27/2012,W,1024173,723040,1747213
7044,08/23/2006,W,891561,632682,1524243
7045,11/16/2009,W,1061332,668884,1730216
7046,11/07/2019,W,821063,768460,1589523
7047,05/19/2002,U,419434,204421,623855
7048,12/17/2016,A,445779,394366,840145
7049,08/18/2002,U,490868,285298,776166
7050,10/22/2022,A,328599,254638,583237
7051,09/15/2024,U,308413,257266,565679
7052,09/22/2021,W,450883,322522,773405
7053,11/14/2005,W,1021597,637498,1659095
7054,09/19/2006,W,1041255,690760,1732015
7055,05/05/2008,W,1111775,633266,1745041
7056,07/26/2017,W,769890,755604,1525494
7057,12/16/2001,U,407448,213347,620795
7058,10/11/2024,W,624145,456909,1081054
7059,08/29/2002,W,808555,532322,1340877
7060,11/18/2009,W,1043248,676849,1720097
7061,04/23/2020,W,214131,77918,292049
7062,02/22/2019,W,798311,702988,1501299
7063,07/03/2012,W,976022,710361,1686383
7064,04/05/2009,U,394704,236381,631085
7065,12/05/2021,U,175680,150682,326362
7066,02/27/2009,W,1045953,631269,1677222
7067,03/20/2015,W,932331,760906,1693237
7068,08/05/2020,W,319021,157695,476716
7069,05/06/2013,W,1017895,729615,1747510
7070,05/01/2023,W,482348,315630,797978
7071,04/16/2022,A,274093,216395,490488
7072,03/31/2020,W,200537,94709,295246
7073,04/01/2009,W,1103516,658559,1762075
7074,11/23/2023,U,187931,128326,316257
7075,03/01/2005,W,1012943,591771,1604714
7076,12/06/2002,W,1018401,602004,1620405
7077,03/15/2002,W,1005654,591415,1597069
7078,11/08/2017,W,875619,796870,1672489
7079,02/11/2009,W,1001838,637558,1639396
7080,11/17/2012,A,675393,567804,1243197
7081,12/04/2019,W,837738,739104,1576842
7082,11/06/2020,W,318896,167110,486006
7083,06/08/2018,W,779201,766692,1545893
7084,09/29/2016,W,870533,799130,1669663
7085,10/06/2014,W,957372,798793,1756165
7086,08/22/2004,U,475738,271487,747225
7087,08/24/2007,W,886880,605153,1492033
7088,12/06/2001,W,1020021,623428,1643449
7089,08/30/2023,W,589901,420080,1009981
7090,04/11/2009,A,641437,349911,991348
7091,09/12/2006,W,1030796,694780,1725576
7092,06/20/2023,W,488457,375171,863628
7093,03/08/2011,W,1054432,710380,1764812
7094,03/10/2001,A,633472,283251,916723
7095,07/04/2018,U,384885,366963,751848
7096,06/04/2019,W,797511,749759,1547270
7097,12/27/2012,W,710150,514627,1224777
7098,01/16/2008,W,1041939,626138,1668077
7099,11/21/2021,U,214017,179537,393554
7100,12/31/2021,U,227449,163183,390632
7101,12/17/2015,W,864846,752203,1617049
7102,02/11/2007,U,369026,201895,570921
7103,09/07/2002,A,643335,318886,962221
7104,04/20/2023,W,516298,393967,910265
7105,05/07/2018,W,821267,742969,1564236
7106,05/17/2010,W,951092,643233,1594325
7107,06/24/2015,W,821308,787858,1609166
7108,01/25/2019,W,568100,590674,1158774
7109,07/05/2011,W,944119,684091,1628210
7110,03/23/2006,W,979617,609325,1588942
7111,11/21/2002,W,983825,621257,1605082
7112,11/01/2015,U,436791,378873,815664
7113,10/21/2021,W,449160,330258,779418
7114,06/13/2019,W,784003,758006,1542009
7115,06/25/2015,W,808260,791423,1599683
7116,11/17/2006,W,1018763,664438,1683201
7117,08/10/2023,W,506343,383545,889888
7118,12/23/2010,W,740052,489295,1229347
7119,01/19/2003,U,327279,172937,500216
7120,07/28/2017,W,754679,738168,1492847
7121,01/14/2023,A,288502,201672,490174
7122,07/06/2001,W,958011,643965,1601976
7123,10/23/2017,W,802893,750619,1553512
7124,02/16/2005,W,1002714,602439,1605153
7125,07/27/2023,W,502581,385163,887744
7126,10/19/2018,W,814805,774539,1589344
7127,05/23/2003,W,969112,575372,1544484
7128,05/27/2013,U,415696,286211,701907
7129,03/29/2014,A,572055,438766,1010821
7130,02/01/2013,W,878531,659888,1538419
7131,01/12/2003,U,346918,171467,518385
7132,11/30/2004,W,970374,600955,1571329
7133,12/21/2015,W,696473,644071,1340544
7134,09/30/2021,W,469820,326450,796270
7135,08/16/2013,W,890423,730276,1620699
7136,03/27/2022,U,193217,147865,341082
7137,12/01/2012,A,686669,492263,1178932
7138,10/25/2009,U,471453,278478,749931
7139,07/08/2012,U,490561,341530,832091
7140,08/26/2005,W,916046,625532,1541578
7141,10/22/2015,W,942983,852957,1795940
7142,07/03/2016,U,415172,376896,792068
7143,12/09/2001,U,406917,207697,614614
7144,03/21/2022,W,459452,286077,745529
7145,04/21/2018,A,455577,392721,848298
7146,07/26/2008,A,733901,446775,1180676
7147,04/26/2023,W,539161,388688,927849
7148,04/29/2009,W,1045681,648841,1694522
